OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
159,195,9,2024-09-17,17,524.96
160,389,18,2024-04-12,10,2553.8
161,498,9,2024-01-08,11,339.68
162,125,1,2024-06-10,18,3967.56
163,6,14,2024-10-07,1,387.79
164,106,2,2024-03-18,2,772.02
165,487,12,2024-09-19,19,3393.4
166,359,8,2024-04-12,9,2240.91
167,260,2,2024-06-10,16,6176.16
168,55,13,2024-07-24,6,2444.46
169,221,3,2024-01-08,18,4446.0
170,141,10,2024-01-12,10,3717.7
171,48,1,2024-09-17,13,2865.46
172,404,12,2024-03-26,3,535.8
173,244,19,2024-02-28,18,7728.66
174,440,10,2024-06-17,15,5576.55
175,474,8,2024-10-06,1,248.99
176,170,15,2024-04-29,18,8837.28
177,10,11,2024-02-20,13,2563.86
178,361,3,2024-08-02,13,3211.0
179,413,5,2024-06-18,18,5232.6
180,330,2,2024-09-19,8,3088.08
181,246,20,2024-10-13,11,5194.97
182,240,17,2024-10-08,5,824.2
183,479,11,2024-10-06,1,197.22
184,340,13,2024-04-01,10,4074.1
185,21,13,2024-10-11,12,4888.92
186,84,15,2024-01-06,16,7855.36
187,302,3,2024-06-10,5,1235.0
188,420,4,2024-05-07,8,2571.68
189,200,11,2024-03-18,10,1972.2
190,282,16,2024-11-05,18,2897.82
191,60,18,2024-10-21,12,3064.56
192,492,18,2024-10-13,19,4852.22
193,93,18,2024-02-20,8,2043.04
194,361,17,2024-04-12,19,3131.96
195,221,2,2024-04-12,11,4246.11
196,249,6,2024-09-11,10,2329.6
197,331,14,2024-11-06,9,3490.11
198,205,8,2024-08-08,13,3236.87
199,88,16,2024-09-17,1,160.99
200,217,16,2024-01-09,14,2253.86
201,445,2,2024-10-12,4,1544.04
202,475,16,2024-06-10,17,2736.83
203,388,9,2024-02-20,15,463.2
204,18,15,2024-09-21,15,7364.4
205,115,17,2024-06-10,6,989.04
206,426,7,2024-06-03,15,5826.3
207,44,19,2024-09-11,16,6869.92
208,346,18,2024-03-26,11,2809.18
209,399,15,2024-07-23,2,981.92
210,8,2,2024-06-17,17,6562.17
211,477,12,2024-10-12,7,1250.2
212,131,16,2024-09-19,16,2575.84
213,183,8,2024-09-17,15,3734.85
214,170,17,2024-02-28,18,2967.12
215,43,2,2024-10-11,18,6948.18
216,277,2,2024-03-18,15,5790.15
217,261,13,2024-10-07,4,1629.64
218,321,14,2024-06-10,1,387.79
219,428,10,2024-01-06,17,6320.09
220,355,11,2024-03-18,7,1380.54
221,150,7,2024-03-26,14,5437.88
222,310,12,2024-06-17,6,1071.6
223,130,18,2024-02-17,5,1276.9
224,497,8,2024-03-18,9,2240.91
225,367,1,2024-07-24,19,4187.98
226,292,4,2024-04-12,12,3857.52
227,402,7,2024-11-05,14,5437.88
228,28,12,2024-04-12,19,3393.4
229,150,13,2024-01-09,17,6925.97
230,288,11,2024-10-12,4,788.88
231,155,17,2024-10-13,16,2637.44
232,154,20,2024-11-06,15,7084.05
233,394,11,2024-04-01,15,2958.3
234,301,14,2024-07-23,12,4653.48
235,200,20,2024-03-18,3,1416.81
236,20,3,2024-10-08,1,247.0
237,318,8,2024-01-09,11,2738.89
238,238,18,2024-04-01,11,2809.18
239,31,17,2024-10-16,8,1318.72
240,58,11,2024-01-06,14,2761.08
241,368,4,2024-02-28,11,3536.06
242,455,7,2024-04-01,14,5437.88
243,489,12,2024-03-30,7,1250.2
244,340,9,2024-07-13,4,123.52
245,350,3,2024-04-12,15,3705.0
246,403,20,2024-06-10,13,6139.51
247,449,9,2024-10-13,17,524.96
248,239,9,2024-07-13,2,61.76
249,24,13,2024-06-17,1,407.41
250,293,4,2024-06-04,19,6107.74
251,183,9,2024-10-13,2,61.76
252,447,15,2024-04-01,12,5891.52
253,230,11,2024-07-23,14,2761.08
254,125,18,2024-02-28,19,4852.22
255,466,4,2024-10-12,3,964.38
256,180,4,2024-07-13,18,5786.28
257,203,3,2024-06-08,11,2717.0
258,22,8,2024-04-12,2,497.98
259,382,18,2024-10-16,14,3575.32
260,332,5,2024-03-18,10,2907.0
261,447,16,2024-03-18,18,2897.82
262,147,18,2024-03-18,16,4086.08
263,310,18,2024-10-21,3,766.14
264,118,3,2024-01-12,7,1729.0
265,497,4,2024-09-07,14,4500.44
266,360,12,2024-03-18,10,1786.0
267,259,6,2024-09-07,19,4426.24
268,436,2,2024-11-05,16,6176.16
269,128,1,2024-06-03,3,661.26
270,337,13,2024-06-03,9,3666.69
271,451,12,2024-10-07,19,3393.4
272,263,20,2024-06-08,8,3778.16
273,379,17,2024-06-17,3,494.52
274,165,8,2024-07-13,2,497.98
275,299,18,2024-06-18,15,3830.7
276,381,7,2024-06-18,17,6603.14
277,483,5,2024-06-10,6,1744.2
278,26,1,2024-06-04,14,3085.88
279,209,18,2024-06-10,13,3319.94
280,397,11,2024-03-18,11,2169.42
281,175,9,2024-02-28,15,463.2
282,388,4,2024-02-20,16,5143.36
283,215,15,2024-09-11,9,4418.64
284,330,15,2024-06-10,19,9328.24
285,19,16,2024-10-13,6,965.94
286,80,20,2024-01-09,13,6139.51
287,223,11,2024-10-12,10,1972.2
288,198,3,2024-04-01,3,741.0
289,391,18,2024-10-16,5,1276.9
290,267,8,2024-06-10,15,3734.85
291,354,18,2024-09-17,16,4086.08
292,446,19,2024-02-17,5,2146.85
293,171,19,2024-07-23,17,7299.29
294,484,7,2024-08-08,3,1165.26
295,154,19,2024-03-30,13,5581.81
296,253,14,2024-04-01,18,6980.22
297,490,16,2024-03-30,11,1770.89
298,141,11,2024-09-19,8,1577.76
299,324,4,2024-03-26,7,2250.22
300,206,6,2024-07-24,14,3261.44
301,371,17,2024-06-08,16,2637.44
302,286,19,2024-11-05,3,1288.11
303,345,3,2024-03-18,14,3458.0
304,186,10,2024-01-12,7,2602.39
305,413,8,2024-09-17,7,1742.93
306,79,8,2024-04-29,19,4730.81
307,64,1,2024-06-04,8,1763.36
308,37,16,2024-01-06,6,965.94
309,326,7,2024-08-08,8,3107.36
310,137,1,2024-06-04,15,3306.3
311,165,7,2024-06-10,19,7379.98
312,294,1,2024-11-06,4,881.68
313,303,15,2024-01-06,18,8837.28
314,197,5,2024-08-02,17,4941.9
315,359,2,2024-08-02,12,4632.12
316,248,11,2024-07-23,14,2761.08
317,153,18,2024-10-12,16,4086.08
318,309,13,2024-06-17,9,3666.69
319,28,20,2024-09-19,7,3305.89
320,334,18,2024-02-11,13,3319.94
321,380,15,2024-07-13,15,7364.4
322,222,19,2024-03-18,7,3005.59
323,6,17,2024-10-08,10,1648.4
324,342,19,2024-09-07,7,3005.59
325,129,18,2024-10-08,4,1021.52
326,498,16,2024-09-07,19,3058.81
327,96,12,2024-09-19,4,714.4
328,215,20,2024-08-12,12,5667.24
329,440,20,2024-01-12,6,2833.62
330,495,13,2024-04-01,13,5296.33
331,458,2,2024-09-11,8,3088.08
332,355,8,2024-04-29,3,746.97
333,295,2,2024-10-06,8,3088.08
334,271,3,2024-08-02,5,1235.0
335,440,20,2024-08-02,10,4722.7
336,148,12,2024-04-29,3,535.8
337,62,5,2024-01-08,11,3197.7
338,358,18,2024-03-26,11,2809.18
339,421,17,2024-10-04,13,2142.92
340,291,10,2024-01-06,15,5576.55
341,347,16,2024-02-28,5,804.95
342,484,17,2024-03-30,17,2802.28
343,473,18,2024-07-24,13,3319.94
344,117,10,2024-10-12,4,1487.08
345,380,11,2024-06-10,14,2761.08
346,336,4,2024-08-12,2,642.92
347,129,12,2024-11-06,16,2857.6
348,240,4,2024-06-10,11,3536.06
349,404,11,2024-07-13,19,3747.18
350,92,19,2024-07-24,17,7299.29
351,199,3,2024-04-12,6,1482.0
352,301,3,2024-02-28,15,3705.0
353,296,2,2024-09-07,7,2702.07
354,457,8,2024-04-01,3,746.97
355,222,5,2024-08-08,18,5232.6
356,70,9,2024-06-18,8,247.04
357,216,7,2024-03-30,11,4272.62
358,212,20,2024-07-23,18,8500.86
359,429,3,2024-02-11,16,3952.0
360,479,3,2024-03-26,3,741.0
361,289,17,2024-04-01,13,2142.92
362,88,18,2024-06-08,17,4341.46
363,298,15,2024-05-07,10,4909.6
364,108,19,2024-04-12,19,8158.03
365,97,20,2024-09-11,5,2361.35
366,226,10,2024-10-13,15,5576.55
367,499,3,2024-01-08,12,2964.0
368,486,16,2024-09-21,2,321.98
369,21,19,2024-06-10,15,6440.55
370,44,2,2024-09-07,16,6176.16
371,129,2,2024-06-10,2,772.02
372,68,7,2024-09-11,6,2330.52
373,35,1,2024-06-10,13,2865.46
374,13,12,2024-06-10,8,1428.8
375,421,19,2024-09-21,15,6440.55
376,378,3,2024-03-30,4,988.0
377,59,20,2024-04-12,6,2833.62
378,445,5,2024-08-12,2,581.4
379,202,10,2024-10-08,18,6691.86
380,295,12,2024-04-12,9,1607.4
381,246,12,2024-10-07,12,2143.2
382,347,2,2024-08-08,17,6562.17
383,251,17,2024-07-13,5,824.2
384,123,17,2024-10-16,3,494.52
385,107,7,2024-06-10,16,6214.72
386,307,2,2024-01-06,1,386.01
387,50,5,2024-03-18,19,5523.3
388,456,3,2024-07-13,15,3705.0
389,233,9,2024-05-07,11,339.68
390,53,11,2024-09-11,12,2366.64
391,43,2,2024-09-19,1,386.01
392,317,20,2024-03-18,8,3778.16
393,128,4,2024-03-26,18,5786.28
394,234,10,2024-08-08,14,5204.78
395,88,1,2024-10-21,17,3747.14
396,330,12,2024-04-01,16,2857.6
397,162,18,2024-08-02,14,3575.32
398,431,9,2024-08-02,15,463.2
399,233,13,2024-03-18,11,4481.51
400,332,4,2024-01-06,3,964.38
401,256,4,2024-09-07,19,6107.74
402,224,14,2024-06-18,2,775.58
403,197,7,2024-10-04,12,4661.04
404,411,2,2024-09-19,15,5790.15
405,390,1,2024-05-07,19,4187.98
406,25,16,2024-01-08,17,2736.83
407,252,16,2024-03-18,12,1931.88
408,141,15,2024-10-11,13,6382.48
409,155,12,2024-10-07,13,2321.8
410,239,2,2024-02-17,8,3088.08
411,483,9,2024-09-07,18,555.84
412,181,5,2024-01-09,17,4941.9
413,347,10,2024-10-07,18,6691.86
414,191,18,2024-09-21,7,1787.66
415,33,5,2024-04-01,7,2034.9
416,40,4,2024-06-18,5,1607.3
417,146,10,2024-01-09,10,3717.7
418,203,3,2024-09-21,9,2223.0
419,419,15,2024-03-30,11,5400.56
420,224,10,2024-03-26,17,6320.09
421,454,19,2024-06-18,15,6440.55
422,210,6,2024-10-16,6,1397.76
423,405,6,2024-06-10,11,2562.56
424,272,17,2024-10-13,10,1648.4
425,424,16,2024-06-04,15,2414.85
426,363,3,2024-03-26,15,3705.0
427,299,5,2024-09-19,4,1162.8
428,75,15,2024-09-17,11,5400.56
429,281,14,2024-10-07,16,6204.64
430,471,3,2024-03-18,6,1482.0
431,463,6,2024-08-12,2,465.92
432,103,7,2024-02-20,2,776.84
433,117,11,2024-07-24,8,1577.76
434,86,18,2024-10-06,1,255.38
435,149,18,2024-07-13,14,3575.32
436,348,11,2024-06-10,14,2761.08
437,174,3,2024-04-01,18,4446.0
438,388,6,2024-06-10,18,4193.28
439,437,9,2024-09-07,4,123.52
440,59,5,2024-03-18,12,3488.4
441,340,19,2024-03-26,11,4723.07
442,374,20,2024-02-11,17,8028.59
443,380,15,2024-06-10,14,6873.44
444,162,19,2024-03-26,11,4723.07
445,435,7,2024-07-13,19,7379.98
446,381,8,2024-10-13,11,2738.89
447,371,6,2024-01-09,15,3494.4
448,76,14,2024-04-29,4,1551.16
449,306,8,2024-06-03,19,4730.81
450,93,2,2024-09-21,2,772.02
451,307,9,2024-03-30,14,432.32
452,295,5,2024-04-12,19,5523.3
453,37,14,2024-06-17,1,387.79
454,109,16,2024-07-23,4,643.96
455,138,1,2024-06-13,5,1102.1
456,264,1,2024-04-01,18,3967.56
457,354,3,2024-06-10,18,4446.0
458,224,2,2024-09-17,11,4246.11
459,128,1,2024-10-16,9,1983.78
460,319,13,2024-10-16,19,7740.79
461,473,20,2024-10-12,13,6139.51
462,252,9,2024-04-12,13,401.44
463,437,18,2024-05-07,13,3319.94
464,308,10,2024-03-26,18,6691.86
465,403,16,2024-10-07,9,1448.91
466,142,10,2024-11-05,15,5576.55
467,400,1,2024-06-03,9,1983.78
468,117,7,2024-07-13,19,7379.98
469,70,19,2024-11-06,11,4723.07
470,249,1,2024-06-13,8,1763.36
471,339,14,2024-10-11,18,6980.22
472,303,9,2024-02-28,1,30.88
473,165,13,2024-06-10,8,3259.28
474,227,12,2024-01-09,9,1607.4
475,1,13,2024-01-08,13,5296.33
476,29,14,2024-06-18,9,3490.11
477,144,2,2024-09-21,13,5018.13
478,349,8,2024-08-02,19,4730.81
479,171,16,2024-08-08,8,1287.92
480,393,8,2024-06-10,14,3485.86
481,377,10,2024-06-03,12,4461.24
482,140,12,2024-10-11,14,2500.4
483,490,13,2024-06-04,12,4888.92
484,49,20,2024-09-21,11,5194.97
485,49,10,2024-04-01,6,2230.62
486,493,7,2024-10-13,18,6991.56
487,375,2,2024-10-08,19,7334.19
488,105,20,2024-02-11,17,8028.59
489,47,5,2024-10-12,8,2325.6
490,409,18,2024-02-20,17,4341.46
491,286,7,2024-04-29,4,1553.68
492,305,14,2024-09-17,10,3877.9
493,324,6,2024-06-04,17,3960.32
494,179,9,2024-02-28,12,370.56
495,192,19,2024-01-09,18,7728.66
496,279,8,2024-11-05,4,995.96
497,100,4,2024-06-10,3,964.38
498,423,8,2024-10-06,17,4232.83
499,282,14,2024-06-10,9,3490.11
500,233,6,2024-07-23,5,1164.8
501,160,2,2024-01-09,6,2316.06
502,382,3,2024-10-07,19,4693.0
503,204,5,2024-10-07,10,2907.0
504,411,1,2024-06-10,8,1763.36
505,122,9,2024-06-10,14,432.32
506,231,9,2024-07-13,9,277.92
507,112,19,2024-01-06,12,5152.44
508,46,16,2024-01-12,10,1609.9
509,428,4,2024-01-12,15,4821.9
510,383,6,2024-03-18,11,2562.56
511,167,20,2024-03-26,10,4722.7
512,94,16,2024-06-08,10,1609.9
513,481,12,2024-03-18,2,357.2
514,354,6,2024-01-06,11,2562.56
515,80,3,2024-04-01,7,1729.0
516,430,15,2024-03-18,8,3927.68
517,467,1,2024-01-12,4,881.68
518,79,17,2024-04-29,3,494.52
519,248,20,2024-09-19,17,8028.59
520,258,16,2024-06-10,16,2575.84
521,34,16,2024-07-24,16,2575.84
522,277,8,2024-10-08,6,1493.94
523,289,15,2024-02-11,13,6382.48
524,384,18,2024-06-18,13,3319.94
525,65,16,2024-06-17,7,1126.93
526,126,9,2024-10-16,6,185.28
527,102,13,2024-02-17,17,6925.97
528,297,6,2024-10-11,6,1397.76
529,80,6,2024-06-10,6,1397.76
530,188,1,2024-10-06,17,3747.14
531,291,19,2024-09-21,5,2146.85
532,310,14,2024-10-08,14,5429.06
533,271,3,2024-10-06,2,494.0
534,37,10,2024-03-18,12,4461.24
535,111,9,2024-01-09,9,277.92
536,140,17,2024-03-30,3,494.52
537,472,17,2024-10-11,11,1813.24
538,117,4,2024-06-13,3,964.38
539,293,17,2024-02-11,15,2472.6
540,431,5,2024-06-08,15,4360.5
541,477,1,2024-10-12,12,2645.04
542,268,19,2024-10-13,7,3005.59
543,68,10,2024-08-08,17,6320.09
544,120,13,2024-04-29,6,2444.46
545,431,1,2024-02-28,10,2204.2
546,371,17,2024-10-12,14,2307.76
547,424,5,2024-09-17,1,290.7
548,142,9,2024-10-06,2,61.76
549,384,12,2024-06-10,10,1786.0
550,115,17,2024-01-06,16,2637.44
551,126,15,2024-06-10,11,5400.56
552,307,14,2024-07-24,16,6204.64
553,388,4,2024-07-13,7,2250.22
554,423,6,2024-10-12,8,1863.68
555,124,12,2024-10-08,15,2679.0
556,191,12,2024-06-18,3,535.8
557,79,5,2024-10-04,1,290.7
558,152,1,2024-06-17,6,1322.52
559,423,18,2024-03-26,16,4086.08
560,464,20,2024-03-18,2,944.54
561,124,1,2024-01-09,13,2865.46
562,432,14,2024-06-13,13,5041.27
563,76,16,2024-07-24,3,482.97
564,91,16,2024-10-13,17,2736.83
565,24,1,2024-06-10,3,661.26
566,80,4,2024-10-06,12,3857.52
567,138,14,2024-03-30,4,1551.16
568,26,5,2024-05-07,12,3488.4
569,138,15,2024-10-07,11,5400.56
570,458,20,2024-08-12,14,6611.78
571,289,14,2024-11-05,18,6980.22
572,10,11,2024-08-08,10,1972.2
573,449,17,2024-09-07,15,2472.6
574,29,9,2024-11-06,10,308.8
575,232,17,2024-10-07,11,1813.24
576,121,4,2024-09-19,2,642.92
577,395,19,2024-03-26,7,3005.59
578,28,5,2024-02-20,18,5232.6
579,76,8,2024-08-02,15,3734.85
580,365,3,2024-06-04,2,494.0
581,224,8,2024-04-12,3,746.97
582,398,1,2024-07-23,9,1983.78
583,312,3,2024-06-10,16,3952.0
584,188,9,2024-10-06,15,463.2
585,455,17,2024-10-21,16,2637.44
586,218,4,2024-07-24,13,4178.98
587,435,19,2024-01-12,6,2576.22
588,402,11,2024-06-03,6,1183.32
589,280,20,2024-01-06,17,8028.59
590,144,8,2024-11-06,1,248.99
591,107,1,2024-04-29,5,1102.1
592,320,11,2024-07-23,12,2366.64
593,310,20,2024-10-08,9,4250.43
594,46,12,2024-03-26,13,2321.8
595,315,18,2024-09-17,11,2809.18
596,70,1,2024-07-13,16,3526.72
597,135,10,2024-02-17,2,743.54
598,107,18,2024-06-17,1,255.38
599,197,15,2024-04-12,19,9328.24
600,412,16,2024-06-18,17,2736.83
601,154,13,2024-02-28,18,7333.38
602,12,18,2024-06-03,13,3319.94
603,111,17,2024-02-17,9,1483.56
604,271,8,2024-09-19,11,2738.89
605,85,2,2024-11-06,7,2702.07
606,380,11,2024-06-03,1,197.22
607,127,5,2024-03-18,16,4651.2
608,17,7,2024-11-06,8,3107.36
609,248,3,2024-04-29,4,988.0
610,385,4,2024-01-06,18,5786.28
611,491,5,2024-04-12,13,3779.1
612,344,16,2024-03-18,2,321.98
613,414,19,2024-03-18,5,2146.85
614,489,16,2024-06-17,4,643.96
615,18,12,2024-09-07,7,1250.2
616,340,11,2024-05-07,5,986.1
617,424,19,2024-09-17,5,2146.85
618,385,8,2024-10-04,4,995.96
619,125,4,2024-01-06,11,3536.06
620,237,10,2024-06-10,4,1487.08
621,296,13,2024-10-08,16,6518.56
622,10,8,2024-07-13,2,497.98
623,292,12,2024-02-11,15,2679.0
624,113,10,2024-06-18,10,3717.7
625,227,4,2024-10-11,9,2893.14
626,280,6,2024-03-18,3,698.88
627,406,16,2024-10-16,19,3058.81
628,151,15,2024-06-10,15,7364.4
629,266,2,2024-05-07,9,3474.09
630,363,19,2024-07-24,14,6011.18
631,327,14,2024-04-12,14,5429.06
632,145,9,2024-08-12,17,524.96
633,497,15,2024-07-24,13,6382.48
634,310,14,2024-05-07,12,4653.48
635,215,7,2024-04-01,6,2330.52
636,274,3,2024-11-05,6,1482.0
637,191,14,2024-03-18,14,5429.06
638,307,16,2024-07-23,6,965.94
639,4,15,2024-06-13,4,1963.84
640,418,8,2024-06-10,14,3485.86
641,19,3,2024-09-17,18,4446.0
642,93,9,2024-09-07,6,185.28
643,78,10,2024-06-03,18,6691.86
644,133,20,2024-07-24,13,6139.51
645,484,10,2024-09-19,8,2974.16
646,499,11,2024-10-11,5,986.1
647,28,11,2024-04-12,10,1972.2
648,306,13,2024-09-11,9,3666.69
649,85,19,2024-02-11,13,5581.81
650,337,9,2024-07-23,7,216.16
651,147,20,2024-08-02,10,4722.7
652,364,14,2024-06-03,7,2714.53
653,69,3,2024-06-04,1,247.0
654,141,15,2024-06-10,19,9328.24
655,119,14,2024-09-17,7,2714.53
656,126,16,2024-01-09,5,804.95
657,91,13,2024-03-26,10,4074.1
658,329,2,2024-08-12,16,6176.16
659,324,15,2024-03-18,5,2454.8
660,300,17,2024-10-08,11,1813.24
661,74,5,2024-03-18,9,2616.3
662,29,8,2024-06-03,4,995.96
663,327,7,2024-10-08,12,4661.04
664,288,18,2024-10-08,9,2298.42
665,266,8,2024-05-07,3,746.97
666,238,8,2024-06-18,17,4232.83
667,107,16,2024-08-02,17,2736.83
668,123,9,2024-10-13,5,154.4
669,94,6,2024-05-07,9,2096.64
670,385,11,2024-06-04,3,591.66
671,247,5,2024-07-23,1,290.7
672,163,17,2024-05-07,19,3131.96
673,86,16,2024-08-02,14,2253.86
674,64,4,2024-03-18,13,4178.98
675,307,4,2024-03-26,19,6107.74
676,291,15,2024-01-08,14,6873.44
677,470,9,2024-02-17,13,401.44
678,64,5,2024-10-06,19,5523.3
679,252,3,2024-10-16,2,494.0
680,187,16,2024-10-11,15,2414.85
681,267,17,2024-03-18,6,989.04
682,383,15,2024-08-08,10,4909.6
683,375,12,2024-04-29,18,3214.8
684,193,5,2024-10-12,3,872.1
685,325,5,2024-09-21,3,872.1
686,490,16,2024-09-17,9,1448.91
687,119,15,2024-07-23,10,4909.6
688,93,4,2024-04-29,13,4178.98
689,26,6,2024-04-01,17,3960.32
690,212,1,2024-02-11,4,881.68
691,351,1,2024-09-07,18,3967.56
692,207,2,2024-01-12,9,3474.09
693,119,11,2024-10-13,15,2958.3
694,469,2,2024-10-08,3,1158.03
695,362,7,2024-06-18,19,7379.98
696,216,10,2024-10-06,14,5204.78
697,78,10,2024-09-07,8,2974.16
698,146,18,2024-08-12,13,3319.94
699,291,20,2024-06-10,15,7084.05
700,148,16,2024-07-23,1,160.99
701,265,17,2024-06-18,11,1813.24
702,33,8,2024-10-08,8,1991.92
703,342,9,2024-02-11,3,92.64
704,70,18,2024-06-04,17,4341.46
